job_name,job_url,job_location,job_salary,job_company,job_experience,job_class,job_given,job_detail,company_type,company_person,search_key,city
DBA数据库工程师,https://www.lagou.com/jobs/6927111.html,西山区,6k-10k,云南升玥信息技术有限公司,1-3年,本科,企业福利购买六险一金、提供内外专项培训。,岗位职责1、负责/参与数据库/数据仓库的长期架构规划;2、负责/参与关系型数据库、NOSQL、Hadoop环境的搭建、配置、管理、维护、优化；3、负责/参与大并发业务架构的设计、评审、优化；根据业务规划及技术规划制定架构方案；4、在线业务故障的排查；5、开发人员的培训、SQL指导、数据算法实现；6、大规模数据挖掘和机器学习算法的实现和维护；7、在线和离线海量数据分析平台的开发。 岗位要求1、精通MySQL原理及高可用体系，熟悉Oracle\SQLserver；2、熟悉NOSQL数据库MongoDB\Redis\Elasticsearch原理及高可用；3、了解大数据基础架构和平台 ，具备相关产品（Hadoop、Hive、HBase、Pig、Sqoop、Spark等）项目应用研发经验，有MapReduce开发的实战经验者优先考虑；4、精通数据库性能优化；5、精通数据库设计；6、精通SQL语句；7、熟悉linux系统；8、具有良好的编程习惯和文档编写习惯。,"医疗丨健康,信息安全",少于15人,数据仓库,昆明
